available,artist,price,label,tracks,link,release,front_cover,catalog_num
Add To Basket,Larry Heard,£14.17 (£17.00 inc vat),Jack Trax,Children At Play (Laughter Mix) / Missing Yo...,https://www.redeyerecords.co.uk/vinyl/82614-mfas01-larry-heard,Larry Heard,https://www.redeyerecords.co.uk/imagery/116951-2.jpg,MFAS01
Add To Basket,"Local Talk 5 1/2 Years Later Part 1,Va",£8.75 (£10.50 inc vat),Local Talk,Art Of Tones - Violation / DJ Spinna_tie It ...,https://www.redeyerecords.co.uk/vinyl/81656-ltlp003-1-local-talk-5-1-2-years-later-part-1-va,"Local Talk 5 1/2 Years Later Part 1,Va",https://www.redeyerecords.co.uk/imagery/116202-2.jpg,LTLP003-1
Add To Basket,Love Drop Edits,£6.66 (£7.99 inc vat),Disco Deviance,A. Paradise (Love Drop Edit) / B. Party (Lov...,https://www.redeyerecords.co.uk/vinyl/83130-dd041-love-drop-edits,Love Drop Edits,https://www.redeyerecords.co.uk/imagery/117347-2.jpg,DD041
Out Of Stock,"Makcim & Levi,Daan De Pup EP",£7.49 (£8.99 inc vat),Raum Musik,A1 / A2 / B1,https://www.redeyerecords.co.uk/vinyl/83181-musik089-makcim-and-levi-daan-de-pup-ep,"Makcim & Levi,Daan De Pup EP",https://www.redeyerecords.co.uk/imagery/117380-2.jpg,musik089
Add To Basket,"Mandar,LP",£31.54 (£37.85 inc vat),Oscillat Music,Canary / Another Joint / Ascend / Lawed Mack...,https://www.redeyerecords.co.uk/vinyl/79671-osc-10-mandar-lp,"Mandar,LP",https://www.redeyerecords.co.uk/imagery/114712-2.jpg,OSC 10
Add To Basket,"Marcel Lune,Astral Palms",£8.75 (£10.50 inc vat),Local Talk,Astral Palms / Thanks For Loitering / Cash M...,https://www.redeyerecords.co.uk/vinyl/83125-ltlp005-marcel-lune-astral-palms,"Marcel Lune,Astral Palms",https://www.redeyerecords.co.uk/imagery/117342-2.jpg,LTLP005
Add To Basket,Mass Production,£8.75 (£10.50 inc vat),Atlantic,Cosmic Lust / Welcome To Our World (Of Merry...,https://www.redeyerecords.co.uk/vinyl/82612-dsko80-mass-production,Mass Production,https://www.redeyerecords.co.uk/imagery/116949-2.jpg,DSKO80
Add To Basket,Moby / The Shamen,£9.16 (£10.99 inc vat),M & S Records,Mobility (Aqua Mix) / Make It Mine (Deep Mix...,https://www.redeyerecords.co.uk/vinyl/82694-8920138-1961-moby-the-shamen,Moby / The Shamen,https://www.redeyerecords.co.uk/imagery/117023-2.jpg,8920138-1961
Add To Basket,"Notik,Canary Music EP",£6.66 (£7.99 inc vat),Mr Ks & Friends,Canary Music / Benzons / Zape : Mr Ks & Frie...,https://www.redeyerecords.co.uk/vinyl/79987-mrksf-003-notik-canary-music-ep,"Notik,Canary Music EP",https://www.redeyerecords.co.uk/imagery/114962-2.jpg,MRKSF 003
Add To Basket,"Pjotr,Union EP",£7.49 (£8.99 inc vat),Hamsa Intenational,Pjort - Orbita / Pjotr - Atlas / Pjotr - Uni...,https://www.redeyerecords.co.uk/vinyl/79888-hamsa002-pjotr-union-ep,"Pjotr,Union EP",https://www.redeyerecords.co.uk/imagery/114888-2.jpg,Hamsa002
Out Of Stock,"Polarius,Winter In Polarius",£7.91 (£9.49 inc vat),Creme,Nemo Airfield / Fallin Snow / Ontroperspecti...,https://www.redeyerecords.co.uk/vinyl/79229-cr1209-polarius-winter-in-polarius,"Polarius,Winter In Polarius",https://www.redeyerecords.co.uk/imagery/114395-2.jpg,CR1209
Out Of Stock,"Poly Chain,Music For Candy Shops",£12.69 (£15.23 inc vat),Transtlantyk,Salty Caramel / Acid Bubble Gum / Peanut But...,https://www.redeyerecords.co.uk/vinyl/81666-trns003lp-poly-chain-music-for-candy-shops,"Poly Chain,Music For Candy Shops",https://www.redeyerecords.co.uk/imagery/116212-2.jpg,TRNS003LP
Add To Basket,"Quadratschulz,Obsolete Formats EP",£7.49 (£8.99 inc vat),Housewax,Analog Gearslut / Die Breite Masse / Obsolet...,https://www.redeyerecords.co.uk/vinyl/78585-hov002-quadratschulz-obsolete-formats-ep,"Quadratschulz,Obsolete Formats EP",https://www.redeyerecords.co.uk/imagery/113958-2.jpg,HOV002
Add To Basket,"Sameed,Late Night Noodles",£7.49 (£8.99 inc vat),Late Night Noodles,A. Bun / B. Chao ,https://www.redeyerecords.co.uk/vinyl/83133-gamm109-sameed-late-night-noodles,"Sameed,Late Night Noodles",https://www.redeyerecords.co.uk/imagery/117350-2.jpg,GAMM109
Add To Basket,"Seb Wildblood,:~^",£10.00 (£12.00 inc vat),Omena,The One With The Emoticon / Plants / Deptfor...,https://www.redeyerecords.co.uk/vinyl/83126-omlp002-seb-wildblood--~^,"Seb Wildblood,:~^",https://www.redeyerecords.co.uk/imagery/117343-2.jpg,OMLP002
Add To Basket,Secret Squirrel #15,£6.66 (£7.99 inc vat),Secret Squirrel,Ss#15 A / Ss#15 B ,https://www.redeyerecords.co.uk/vinyl/83131-ss15-secret-squirrel-15,Secret Squirrel #15,https://www.redeyerecords.co.uk/imagery/117348-2.jpg,SS15
Add To Basket,"Smbd,Summer",£7.49 (£8.99 inc vat),G.a.m.m,A. Bootsy_rather Be With You (Alphabet's Hea...,https://www.redeyerecords.co.uk/vinyl/83134-gamm110-smbd-summer,"Smbd,Summer",https://www.redeyerecords.co.uk/imagery/117351-2.jpg,GAMM110
Add To Basket,"So Inagawa,Logo Queen",£7.49 (£8.99 inc vat),Cabaret Records,Logo Queen / Scan Runner / Selfless State Ca...,https://www.redeyerecords.co.uk/vinyl/68920-cabaret001-so-inagawa-logo-queen,"So Inagawa,Logo Queen",https://www.redeyerecords.co.uk/imagery/106843-2.jpg,Cabaret001 
Add To Basket,"Spacetravel,Galatic",£7.49 (£8.99 inc vat),Time Passages,A1: Galatic / A2: One Day Before / B1: Red T...,https://www.redeyerecords.co.uk/vinyl/83152-tp02-spacetravel-galatic,"Spacetravel,Galatic",https://www.redeyerecords.co.uk/imagery/117357-2.jpg,TP02
Add To Basket,Stasera,£6.66 (£7.99 inc vat),Interzona13,A. Jubilation Feat. Boavida / B. Birds Of Ha...,https://www.redeyerecords.co.uk/vinyl/83135-inza1306-stasera,Stasera,https://www.redeyerecords.co.uk/imagery/117352-2.jpg,INZA1306
Out Of Stock,Stephen Encinas,£18.57 (£22.28 inc vat),Invisible City Editions,1. Disco Illusion 2. Lypso Illusion  : Invis...,https://www.redeyerecords.co.uk/vinyl/48144-ice-004-stephen-encinas,Stephen Encinas,https://www.redeyerecords.co.uk/imagery/81500-2.jpg,ICE 004
Add To Basket,"Sw,Sued 16",£7.08 (£8.50 inc vat),Sued, Extended Mix /  Beat Mix  ,https://www.redeyerecords.co.uk/vinyl/82421-00116-sw-sued-16,"Sw,Sued 16",https://www.redeyerecords.co.uk/imagery/116805-2.jpg,00116
Add To Basket,The Model,£8.33 (£10.00 inc vat),Housewax,Give It Up / Haus Muzik / Penta / Transition...,https://www.redeyerecords.co.uk/vinyl/81315-housewaxltd014-the-model,The Model,https://www.redeyerecords.co.uk/imagery/115933-2.jpg,Housewaxltd014
Add To Basket,Theo Parrish,£10.00 (£12.00 inc vat),Sound Signature,Solitary Flight / Dellwood 2 : Sound Signatu...,https://www.redeyerecords.co.uk/vinyl/43577-ss-016-theo-parrish,Theo Parrish,https://www.redeyerecords.co.uk/imagery/92444-2.jpg,SS-016
Out Of Stock,"Theo Walbeck,Someone 2night",£7.08 (£8.50 inc vat),Someone 2night,Someone 2night ,https://www.redeyerecords.co.uk/vinyl/81652-tn002-theo-walbeck-someone-2night,"Theo Walbeck,Someone 2night",https://www.redeyerecords.co.uk/imagery/116198-2.jpg,TN002
Add To Basket,"Tony Allen & Africa 70,Afro Disco Beat...",£8.75 (£10.50 inc vat),Comet,Afro Disco Beat (Original Version) / Afro Di...,https://www.redeyerecords.co.uk/vinyl/82723-comet080-tony-allen-and-africa-70-afro-disco-beat-disco-afro-reedit-vol-2,"Tony Allen & Africa 70,Afro Disco Beat...",https://www.redeyerecords.co.uk/imagery/117040-2.jpg,COMET080
Add To Basket,"Toribio,Esa Montaña Se Movera (Incl Jo...",£10.20 (£12.24 inc vat),Most Excellent New York,Esa Montaña Se Movera / Respire / My Dear / ...,https://www.redeyerecords.co.uk/vinyl/83163-mxu007-toribio-esa-montaña-se-movera-incl-joe-claussell-remix,"Toribio,Esa Montaña Se Movera (Incl Jo...",https://www.redeyerecords.co.uk/imagery/117368-2.jpg,MXU007
Add To Basket,"Trp,Pano EP",£8.75 (£10.50 inc vat),Lobster Theremin,Pano / Balance / Spinnin'  / Lift Off     ,https://www.redeyerecords.co.uk/vinyl/73398-lt023-trp-pano-ep,"Trp,Pano EP",https://www.redeyerecords.co.uk/imagery/110118-2.jpg,LT023
Add To Basket,"Ulithi,Va",£7.49 (£8.99 inc vat),Micronesia,Lk - Untitled / Shanahan & Lynch - Ask / Dui...,https://www.redeyerecords.co.uk/vinyl/82783-mcrns-02-ulithi-va,"Ulithi,Va",https://www.redeyerecords.co.uk/imagery/117090-2.jpg,MCRNS 02
Add To Basket,"Voilaaa,African Music",£8.75 (£10.50 inc vat),Favorite Recordings,Aafrican Music (Feat. Lass) 7’00 / Adécaleme...,https://www.redeyerecords.co.uk/vinyl/80793-fvr131-voilaaa-african-music,"Voilaaa,African Music",https://www.redeyerecords.co.uk/imagery/115561-2.jpg,FVR131
Out Of Stock,"Whitney Houston,Million Dollar Bill (F...",£10.00 (£12.00 inc vat),White Label, Million Dollar Bill (Frankie Knuckles Direc...,https://www.redeyerecords.co.uk/vinyl/82415-mdb100-whitney-houston-million-dollar-bill-frankie-knuckles-and-freemasons-mixes,"Whitney Houston,Million Dollar Bill (F...",https://www.redeyerecords.co.uk/imagery/116799-2.jpg,MDB100
Add To Basket,"Aaaron Black,Arp EP",£7.08 (£8.50 inc vat),Yoshitoshi Recordings,Black Arp / Black Arp (DJ T. Remix) / Keep D...,https://www.redeyerecords.co.uk/vinyl/81458-yr229-aaaron-black-arp-ep,"Aaaron Black,Arp EP",https://www.redeyerecords.co.uk/imagery/116047-2.jpg,YR229
Add To Basket,"Archie Hamilton,Works On Sunday EP",£7.08 (£8.50 inc vat),Fuse London,A1 Mind Blank / B1 Works On Sunday (Vinyl On...,https://www.redeyerecords.co.uk/vinyl/64322-fuse018-archie-hamilton-works-on-sunday-ep,"Archie Hamilton,Works On Sunday EP",https://www.redeyerecords.co.uk/imagery/103576-2.jpg,FUSE018
Add To Basket,"Art Alfie,Reveries Of",£15.84 (£19.01 inc vat),Studio Barnhus,Intro / A Lover’s Anxiety / Klubbensborg / C...,https://www.redeyerecords.co.uk/vinyl/81491-barn047lp-art-alfie-reveries-of,"Art Alfie,Reveries Of",https://www.redeyerecords.co.uk/imagery/116078-2.jpg,BARN047LP
Add To Basket,"Casino Times,Familiar Circles (Al Zand...",£7.49 (£8.99 inc vat),Wolf Music,Casino Times - Carlotta (Al Zanders Remix) /...,https://www.redeyerecords.co.uk/vinyl/82492-wolflp003rmx-casino-times-familiar-circles-al-zanders-and-moomin-remixes,"Casino Times,Familiar Circles (Al Zand...",https://www.redeyerecords.co.uk/imagery/116855-2.jpg,WOLFLP003RMX
Out Of Stock,"DJ Hell,I Want U",£8.75 (£10.50 inc vat),International Deejay Gigolo Records,I Want U (Extended Mix) / I Don’t Want U (Th...,https://www.redeyerecords.co.uk/vinyl/81938-gigolo301-dj-hell-i-want-u,"DJ Hell,I Want U",https://www.redeyerecords.co.uk/imagery/116429-2.jpg,GIGOLO301
Add To Basket,"Down To Business Vol.1,Va",£7.49 (£8.99 inc vat),Vessel Records,Purveyors Of Fine Funk – Depth Of Bass / Jam...,https://www.redeyerecords.co.uk/vinyl/82727-ves006-down-to-business-vol-1-va,"Down To Business Vol.1,Va",https://www.redeyerecords.co.uk/imagery/117044-2.jpg,VES006
Out Of Stock,Four Tet,£11.60 (£13.92 inc vat),Text,Morning / Evening  ,https://www.redeyerecords.co.uk/vinyl/64572-text036lp-four-tet,Four Tet,https://www.redeyerecords.co.uk/imagery/26971-2.jpg,TEXT036LP
Add To Basket,"Franck Roger Ft Mandel Turner,EP",£7.49 (£8.99 inc vat),Home Invasion,Floating / No Rush / Walking Papers Ft Mande...,https://www.redeyerecords.co.uk/vinyl/81134-hi14-franck-roger-ft-mandel-turner-ep,"Franck Roger Ft Mandel Turner,EP",https://www.redeyerecords.co.uk/imagery/115806-2.jpg,HI14
Add To Basket,"Jad & The,Skates On The S-Bahn",£7.49 (£8.99 inc vat),Centre Source,Jad & The - Love Tool Jad & The - Under Achi...,https://www.redeyerecords.co.uk/vinyl/82118-csr04-jad-and-the-skates-on-the-s-bahn,"Jad & The,Skates On The S-Bahn",https://www.redeyerecords.co.uk/imagery/116583-2.jpg,CSR04
Add To Basket,"Jared Wilson,Midnight On Ecorse Creek",£6.66 (£7.99 inc vat),Super Rhythm Trax,Getting That Feeling / It’s The Message / Mi...,https://www.redeyerecords.co.uk/vinyl/82154-srtx016-jared-wilson-midnight-on-ecorse-creek,"Jared Wilson,Midnight On Ecorse Creek",https://www.redeyerecords.co.uk/imagery/116596-2.jpg,SRTX016
Add To Basket,"Love Creation,Love Creation 001",£7.49 (£8.99 inc vat),Love Creation,A1 Hypnodance ( Long Edit) / B1 Beached Intr...,https://www.redeyerecords.co.uk/vinyl/80985-lovecreation001-love-creation-love-creation-001,"Love Creation,Love Creation 001",https://www.redeyerecords.co.uk/imagery/115704-2.jpg,LOVECREATION001
Out Of Stock,"Lo-Will,You And Me In Outer Space Toge...",£7.49 (£8.99 inc vat),Rdk Island,East Of Eden / Far A Way / Yamiost / Yamiost...,https://www.redeyerecords.co.uk/vinyl/82680-rdk001-lo-will-you-and-me-in-outer-space-together,"Lo-Will,You And Me In Outer Space Toge...",https://www.redeyerecords.co.uk/imagery/117009-2.jpg,RDK001
Out Of Stock,"Matt Whitehead,Bombing EP",£6.66 (£7.99 inc vat),Super Rhythm Trax,Crosstalk / Seeing Red / A Is For Acapella /...,https://www.redeyerecords.co.uk/vinyl/79337-srtx015-matt-whitehead-bombing-ep,"Matt Whitehead,Bombing EP",https://www.redeyerecords.co.uk/imagery/114482-2.jpg,SRTX015
Add To Basket,"Michael Mayer & Joe Goddard,For You (D...",£5.82 (£6.98 inc vat),K7 Records,DJ Koze Club Mix / DJ Koze Mbira Remix / DJ ...,https://www.redeyerecords.co.uk/vinyl/81493-k7337ep-michael-mayer-and-joe-goddard-for-you-dj-koze-remixes,"Michael Mayer & Joe Goddard,For You (D...",https://www.redeyerecords.co.uk/imagery/116080-2.jpg,K7337EP
Add To Basket,"Nancy Noise,Kaia",£7.49 (£8.99 inc vat),Beyond Paradise Recordings,Kaia (Original Mix ) / Kaia - (Un Beso No Ma...,https://www.redeyerecords.co.uk/vinyl/82333-bpr01-nancy-noise-kaia,"Nancy Noise,Kaia",https://www.redeyerecords.co.uk/imagery/116746-2.jpg,BPR01
Out Of Stock,"Nick Araguay,Keep Dreamin’ Tha Same Dr...",£7.49 (£8.99 inc vat),Shall Not Fade,Keep Dreamin' Tha Same Dream / Look What She...,https://www.redeyerecords.co.uk/vinyl/82525-snf011-nick-araguay-keep-dreamin’-tha-same-dream,"Nick Araguay,Keep Dreamin’ Tha Same Dr...",https://www.redeyerecords.co.uk/imagery/116885-2.jpg,SNF011
Add To Basket,"Opal Sunn,I",£7.49 (£8.99 inc vat),Planet Sundae,Pluto / Opal / Ether / Dinamo ,https://www.redeyerecords.co.uk/vinyl/82485-ps02-opal-sunn-i,"Opal Sunn,I",https://www.redeyerecords.co.uk/imagery/116848-2.jpg,PS02
Out Of Stock,Paolo Iocca,£8.33 (£10.00 inc vat),Ra-1,Paolo Iocca - Next Time / Paolo Iocca - Posi...,https://www.redeyerecords.co.uk/vinyl/81989-ra-1-003-paolo-iocca,Paolo Iocca,https://www.redeyerecords.co.uk/imagery/116475-2.jpg,RA-1-003
Add To Basket,"R.d.y# 38,Va",£7.49 (£8.99 inc vat),R.d.y,Changes - Sweet Lady (Dance With Me) / Blue ...,https://www.redeyerecords.co.uk/vinyl/80094-rdy38-r-d-y-38-va,"R.d.y# 38,Va",https://www.redeyerecords.co.uk/imagery/115031-2.jpg,RDY38
Add To Basket,Recloose,£5.82 (£6.98 inc vat),Aus Music,Spirit Knows (Ft Mara Tk) No I Don’t Geomanc...,https://www.redeyerecords.co.uk/vinyl/82917-aus109-recloose,Recloose,https://www.redeyerecords.co.uk/imagery/117202-2.jpg,AUS109
Add To Basket,"Rgl,1 Thing",£8.33 (£10.00 inc vat),Breaker Breaker,Suga / What About / Wade ,https://www.redeyerecords.co.uk/vinyl/80741-brkr002-rgl-1-thing-,"Rgl,1 Thing",https://www.redeyerecords.co.uk/imagery/115512-2.jpg,BRKR002 
Out Of Stock,"Sfv Acid,Jazzchamber",£7.49 (£8.99 inc vat),Bakk,1 Free Way / 2 French Del Mar / 3 Cg Funk ,https://www.redeyerecords.co.uk/vinyl/82268-bakk008-10-sfv-acid-jazzchamber,"Sfv Acid,Jazzchamber",https://www.redeyerecords.co.uk/imagery/116686-2.jpg,BAKK008.10
Add To Basket,The Martinez Brothers & Dan Ghenacia – D...,£7.91 (£9.49 inc vat),Disco Jam (Apollonia Music),A1 Disco Jam 1 / B1 Disco Jam 2 ,https://www.redeyerecords.co.uk/vinyl/80824-d001-the-martinez-brothers-and-dan-ghenacia-–-disco-jam-ep,The Martinez Brothers & Dan Ghenacia – D...,https://www.redeyerecords.co.uk/imagery/115586-2.jpg,D001
Add To Basket,The Reflex,£7.49 (£8.99 inc vat),Revision Records,"Gtgiu / Ss&s : Revision Records,    ",https://www.redeyerecords.co.uk/vinyl/76652-revrec002-the-reflex,The Reflex,https://www.redeyerecords.co.uk/imagery/112492-2.jpg,REVREC002
Out Of Stock,"Tripmastaz,Tripmastaz 04",£7.91 (£9.49 inc vat),Tripmastaz,A1 / A2 / B1  ,https://www.redeyerecords.co.uk/vinyl/80113-tmz12004-tripmastaz-tripmastaz-04,"Tripmastaz,Tripmastaz 04",https://www.redeyerecords.co.uk/imagery/115050-2.jpg,TMZ12004
Out Of Stock,"Untitled,Sa Conca EP",£8.75 (£10.50 inc vat),Mood Of The Era,Untitled - Sa Conca (Original Mix) / Untitle...,https://www.redeyerecords.co.uk/vinyl/82320-mote001-untitled-sa-conca-ep,"Untitled,Sa Conca EP",https://www.redeyerecords.co.uk/imagery/116733-2.jpg,MOTE001
Add To Basket,"2cv,Basic Fit",£10.00 (£12.00 inc vat),La Belle Records,Burpee Nation / Filthyfifty / Sally Up Sally...,https://www.redeyerecords.co.uk/vinyl/83110-lab-32-2cv-basic-fit,"2cv,Basic Fit",https://www.redeyerecords.co.uk/imagery/117332-2.jpg,LAB 32
Add To Basket,"DJ Slyngshot,Ain't Got No Time",£8.75 (£10.50 inc vat),Place No Blame,DJ Slyngshot - Otown (Japan Blues Remangle) ...,https://www.redeyerecords.co.uk/vinyl/78510-blamed001-dj-slyngshot-ain't-got-no-time,"DJ Slyngshot,Ain't Got No Time",https://www.redeyerecords.co.uk/imagery/113894-2.jpg,BLAMED001
Add To Basket,Kim Ann Foxman,£6.66 (£7.99 inc vat),Firehouse,Aur Magnetic / Ae4 Energy / Bu & Me Electric...,https://www.redeyerecords.co.uk/vinyl/81086-fh007-kim-ann-foxman,Kim Ann Foxman,https://www.redeyerecords.co.uk/imagery/115787-2.jpg,FH007
Out Of Stock,"Love Me Some Friends #2,Va",£7.49 (£8.99 inc vat),Moonrise Hill Material,Saint Paul - Saturday In Your Mind / Marc Bi...,https://www.redeyerecords.co.uk/vinyl/83059-mhm006-love-me-some-friends-2-va,"Love Me Some Friends #2,Va",https://www.redeyerecords.co.uk/imagery/117297-2.jpg,MHM006
Add To Basket,Medicis,£6.66 (£7.99 inc vat),Lazare Hoche,Vilaroel / Dissfreq / Carrier / Guda (Feat V...,https://www.redeyerecords.co.uk/vinyl/83074-lhr-16-medicis,Medicis,https://www.redeyerecords.co.uk/imagery/117306-2.jpg,LHR 16
Add To Basket,"Nst Cophie's,Bian Kou",£8.75 (£10.50 inc vat),Kalita,Bian Kou / E Clolo / Mioukouna ,https://www.redeyerecords.co.uk/vinyl/83073-kalita-12001-nst-cophie's-bian-kou,"Nst Cophie's,Bian Kou",https://www.redeyerecords.co.uk/imagery/117305-2.jpg,KALITA 12001
Add To Basket,"Nuage,Wild (2 X LP )",£15.95 (£19.14 inc vat),Project Mooncircle,Occur / Every Ppl / Secret Jungle / Wild / T...,https://www.redeyerecords.co.uk/vinyl/83096-pmc161-nuage-wild-2-x-lp,"Nuage,Wild (2 X LP )",https://www.redeyerecords.co.uk/imagery/117326-2.jpg,PMC161
Add To Basket,"P.o.d Records: 3 Years Part 2,Va",£6.25 (£7.50 inc vat),Politics Of Dancing,Io (Mulen) - Prater / Chris Carrier - Gift O...,https://www.redeyerecords.co.uk/vinyl/83076-pod-013-p-o-d-records--3-years-part-2-va,"P.o.d Records: 3 Years Part 2,Va",https://www.redeyerecords.co.uk/imagery/117308-2.jpg,POD 013
Add To Basket,"Riva Starr,Another Dimension",£6.66 (£7.99 inc vat),Play It Say It,Another Dimension / Another Race ,https://www.redeyerecords.co.uk/vinyl/83087-play015-riva-starr-another-dimension,"Riva Starr,Another Dimension",https://www.redeyerecords.co.uk/imagery/117318-2.jpg,PLAY015
Add To Basket,"Trujillo,Everytime I Think Of U",£6.66 (£7.99 inc vat),Apersonal Music,Everytime I Think Of U / Hola Como Estas / E...,https://www.redeyerecords.co.uk/vinyl/83068-apersonal-27-trujillo-everytime-i-think-of-u,"Trujillo,Everytime I Think Of U",https://www.redeyerecords.co.uk/imagery/117301-2.jpg,APERSONAL 27
Out Of Stock,Tunnel Signs & Will Buck,£6.66 (£7.99 inc vat),Cutters,A. Spirits / B. Spirits (Marc Pinol Mix) ,https://www.redeyerecords.co.uk/vinyl/81879-cutters034-tunnel-signs-and-will-buck,Tunnel Signs & Will Buck,https://www.redeyerecords.co.uk/imagery/116385-2.jpg,CUTTERS034
Add To Basket,Arthur Russell,£32.76 (£39.31 inc vat),Audika,Instrumentals 2lp  ,https://www.redeyerecords.co.uk/vinyl/80492-au-10161-arthur-russell,Arthur Russell,https://www.redeyerecords.co.uk/imagery/115340-2.jpg,AU 10161
Add To Basket,"Detroit Electronic Quarterly Vol.9,Va ...",£21.52 (£25.82 inc vat),Detroit Elecronic Quarterly,Mgun - Going / Mark Flash - Detroit Deluxe /...,https://www.redeyerecords.co.uk/vinyl/83014-deq-9-detroit-electronic-quarterly-vol-9-va-lp--magazine,"Detroit Electronic Quarterly Vol.9,Va ...",https://www.redeyerecords.co.uk/imagery/117274-2.jpg,DEQ-9
Add To Basket,"Gari Romalis,Sign Of The Time EP",£7.49 (£8.99 inc vat),Shift Imprints,Gari Romalis - Nite Cruz / Gari Romalis - On...,https://www.redeyerecords.co.uk/vinyl/83043-shifimpr002-gari-romalis-sign-of-the-time-ep,"Gari Romalis,Sign Of The Time EP",https://www.redeyerecords.co.uk/imagery/117295-2.jpg,Shifimpr002
Add To Basket,"Gary Gritness,The Sugar Cane Chronicle...",£5.82 (£6.98 inc vat),Hypercolour,Steady Choosin’ / Countin’ Up With Starr / R...,https://www.redeyerecords.co.uk/vinyl/81190-hype058-gary-gritness-the-sugar-cane-chronicles-vol--2,"Gary Gritness,The Sugar Cane Chronicle...",https://www.redeyerecords.co.uk/imagery/115845-2.jpg,HYPE058
Add To Basket,"Guy Gerber,Secret Encounters",£5.82 (£6.98 inc vat),Rumors,"Secret Encounters / Full Circle : Rumors,   ",https://www.redeyerecords.co.uk/vinyl/77077-rms011-guy-gerber-secret-encounters,"Guy Gerber,Secret Encounters",https://www.redeyerecords.co.uk/imagery/112828-2.jpg,RMS011
Add To Basket,"Larry Levan's Paradise Garage,The Lege...",£17.40 (£20.88 inc vat),Salsoul,A1. Jimmy Castor - It's Just Begun / A2. Lov...,https://www.redeyerecords.co.uk/vinyl/62231-sal-2015-1-larry-levan's-paradise-garage-the-legend-of-dance-music-vol-3-va-3-x-12,"Larry Levan's Paradise Garage,The Lege...",https://www.redeyerecords.co.uk/imagery/102033-2.jpg,SAL-2015-1
Add To Basket,Ricardo Villalobos / Max Loderbauer / Pe...,£6.66 (£7.99 inc vat),Honest Jons,Ricardo Villalobos / Max Loderbauer Meet Tsh...,https://www.redeyerecords.co.uk/vinyl/24617-hjp59-ricardo-villalobos-max-loderbauer-peverelist,Ricardo Villalobos / Max Loderbauer / Pe...,https://www.redeyerecords.co.uk/imagery/24262-2.jpg,HJP59
Add To Basket,"The Mystic Jungle Tribe,(One Per Perso...",£8.75 (£10.50 inc vat),Gpoing Good,Live In Napoli,https://www.redeyerecords.co.uk/vinyl/82355-good-09-the-mystic-jungle-tribe-one-per-person,"The Mystic Jungle Tribe,(One Per Perso...",https://www.redeyerecords.co.uk/imagery/116755-2.jpg,GOOD-09
Add To Basket,"Toribio,Esa Montana Se Movera",£10.86 (£13.03 inc vat),Most Excellent Unltd,Esa Montana Se Movera / Respire / My Dear / ...,https://www.redeyerecords.co.uk/vinyl/83042-mxu-007-toribio-esa-montana-se-movera,"Toribio,Esa Montana Se Movera",https://www.redeyerecords.co.uk/imagery/117294-2.jpg,MXU 007
Add To Basket,"Various Artists,Shangaan Electro New W...",£12.33 (£14.80 inc vat),Honest Jons,A1 Bbc ‐ Ngunyuta Dance – The Shake...,https://www.redeyerecords.co.uk/vinyl/17168-hjrlp052-various-artists-shangaan-electro-new-wave-dance-music-from-south-africa-,"Various Artists,Shangaan Electro New W...",https://www.redeyerecords.co.uk/imagery/22848-2.jpg,HJRLP052
Add To Basket,"Caapi / Nissan Groove,Untitled Tracks",£14.50 (£17.40 inc vat),Purely Physical,Caapi - Untitled 1 / Caapi - Untitled 2 / Ca...,https://www.redeyerecords.co.uk/vinyl/82410-pp002-caapi-nissan-groove-untitled-tracks,"Caapi / Nissan Groove,Untitled Tracks",https://www.redeyerecords.co.uk/imagery/116794-2.jpg,PP002
Out Of Stock,"D.e.t.90,Transit",£8.33 (£10.00 inc vat),D.e.t.90,Transit / The Room / A.w.e.  ,https://www.redeyerecords.co.uk/vinyl/81789-trnst001-d-e-t-90-transit,"D.e.t.90,Transit",https://www.redeyerecords.co.uk/imagery/116321-2.jpg,TRNST001
Add To Basket,DJ Deeon,£7.49 (£8.99 inc vat),Dress 2 Sweat,Like We Do Feat. DJ Funk  ,https://www.redeyerecords.co.uk/vinyl/11783-d2s-006-dj-deeon,DJ Deeon,https://www.redeyerecords.co.uk/imagery/84027-2.jpg,D2S 006
Add To Basket,DJ Tameil,£7.49 (£8.99 inc vat),Dress 2 Sweat,Back That Thang Up / Get Silly / Body / Get ...,https://www.redeyerecords.co.uk/vinyl/11770-d2s-003-dj-tameil,DJ Tameil,https://www.redeyerecords.co.uk/imagery/84025-2.jpg,D2S 003
Add To Basket,Duke Slammer – Dancing Inner Field,£7.49 (£8.99 inc vat),Modern Magic Records,Planet Yes / Dancing Inner Field / Big Skies...,https://www.redeyerecords.co.uk/vinyl/79646-mmr001-duke-slammer-–-dancing-inner-field,Duke Slammer – Dancing Inner Field,https://www.redeyerecords.co.uk/imagery/114698-2.jpg,MMR001
Add To Basket,"Ghost Culture,Nucleus",£6.66 (£7.99 inc vat),Phantasy Sound,Coma / Ico130 / Ngc1275 / Perseus / Ngc1265 ...,https://www.redeyerecords.co.uk/vinyl/81882-ph58-ghost-culture-nucleus,"Ghost Culture,Nucleus",https://www.redeyerecords.co.uk/imagery/116388-2.jpg,PH58
