"","btc_usd","usd_vol","btc_eur","eur_vol","btc_cad","cad_vol","btc_aud","aud_vol","btc_gbp","gbp_vol","btc_jpy","jpy_vol","btc_cny","cny_vol","btc_brl","brl_vol","btc_rub","rub_vol","btc_sll","sll_vol","USDEUR","USDGBP","USDCAD","USDJPY","USDAUD","USDCNY","USDRUB","USDSLL","oil","gold","VTWSX","EEM","EFA","XCI","btc_usd_trades","btc_usd_in_day_fluc","btc_max_rr_1","btc_rr_1","btc_rr_2","btc_rr_3","btc_rr_4","btc_rr_5","btc_rr_10","btc_rr_15","btc_rr_30","est_trans_vol","num_trans","median.conf.time","trade_vol","btc_USDEUR","btc_USDGBP","btc_USDCAD","btc_USDAUD","btc_USDJPY","btc_USDCNY","btc_USDRUB","btc_USDBRL","btc_USDSLL"
"2012-06-19",6.33217,3159.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.05,40,NA,NA,1730.6,3007,0.7886,0.63614,1.0178,79.033997,0.98213,6.3547,32.3032,NA,NA,NA,16.413065,35.75909,43.072037,1098.290039,225,0.0469079694854732,0.0433484887487228,0.0253679453194958,0.0226471832737397,-0.0140722921580993,0.0532061048387633,0.0973099990815561,0.14576645954641,0.234555312715071,0.268654144753318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06090487147376,273.302832994061
"2012-06-20",6.5172,5026.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7644,46.485,NA,NA,1797.27,1611,0.7886,0.6367,1.0196,79.420998,0.98075,6.3499,32.5522,NA,NA,NA,16.421972,35.641994,43.320957,1101.400024,311,0.0946226264560396,0.0809903025839319,0.0292206305263441,0.0553298432032334,0.0525295787749882,0.0147371371184342,0.0839814512963469,0.218530366968875,0.234881830532497,0.30914788477763,255335,-17189.5649513634,21.2916666666667,132148.01685345,NA,NA,NA,NA,NA,NA,NA,2.26545142085558,275.773338243417
"2012-06-21",6.54742,2474.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1383,52.3079,NA,NA,1789.03,3864,0.7967,0.641,1.0286,80.019997,0.99558,6.3649,33.168701,NA,NA,NA,16.021217,34.336712,42.187008,1073.77002,259,0.0381218038121803,0.0277666622883517,0.00463696065795125,0.0339930860984465,0.0602233661673286,0.0574101170230978,0.0194424333014145,0.206842081010092,0.228068003631262,0.315887106661012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31210156061472,273.241979283443
"2012-06-22",6.53834,3064.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7955,17.091,NA,NA,1781.18,2715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.11027,34.446095,42.547138,1084.900024,245,0.0387439462583972,0.0155360534937003,-0.00138680579525981,0.00324372429877861,0.0325591384943866,0.0587530422588579,0.0559436945448438,0.181718119398291,0.213137870829244,0.306455609194667,246541,-22246.8229549665,15.3666666666667,5599.29943223274,NA,NA,NA,NA,NA,NA,NA,2.26288323947669,272.420828528342
"2012-06-23",6.37139,4002.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.27,109.276,NA,NA,1779.79,2396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,0.0419287211740043,-0.0121386385074528,-0.0255340040438399,-0.0268853991343155,-0.0223731050144234,0.00619376927656716,0.0317188377963925,0.108738854123887,0.146418000413844,0.272346577894756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23969965737461,279.340928745533
"2012-06-24",6.23386,6147.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3352,11.1779,NA,NA,1734.19,3883,0.7976,0.6417,1.0266,80.559998,0.99651,6.3642,33.093201,NA,NA,NA,NA,NA,NA,NA,276,0.0638403990024938,0.00442903754656026,-0.0215855566838633,-0.0465683950360489,-0.0478906195111968,-0.0434757257718038,-0.0155254833651023,0.080273730944455,0.12797788143843,0.244805207771721,266424,-10720.0057290337,13.7166666666667,-122517.414621779,NA,NA,NA,NA,NA,NA,NA,2.29957041062841,278.188794743546
"2012-06-25",6.14389,7020.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7305,440.365,NA,NA,1737.73,3093,0.7997,0.6424,1.02871,79.650002,0.9986,6.3634,33.1698,NA,NA,NA,15.825294,33.808033,41.598515,1062.280029,265,0.0606214116852415,0.00767266341031492,-0.0144324704115909,-0.0357064941872967,-0.0603287684641667,-0.0616319099736996,-0.0572807340575707,0.0218901980613012,0.148732053077457,0.229168875702473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.39758524322538,282.838722698486
"2012-06-26",6.28381,6105.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.61,8.06521,NA,NA,1747.86,3867,0.8008,0.6395,1.0241,79.459999,0.99502,6.3627,32.814701,NA,NA,NA,15.905444,34.099716,41.870808,1064.280029,315,0.0329350984824023,0.0404388420400998,0.0227738452348594,0.00801269197575819,-0.0137458231249382,-0.03892884126552,-0.04026166031811,-0.0216020116620346,0.158252615086862,0.259156916455097,299260,9088.53110173932,17.4833333333333,36056.4773048006,NA,NA,NA,NA,NA,NA,NA,2.3250225579704,278.15290405025
"2012-06-27",6.38799,4998.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6677,6.21443,NA,NA,1772.36,3538,0.8017,0.6422,1.02499,79.684998,0.99238,6.3576,32.948299,NA,NA,NA,16.056841,34.318485,42.266064,1071.339966,296,0.064516129032258,0.0494975727889367,0.0165791136269239,0.0397305290296539,0.0247246489334057,0.00260539693850171,-0.0229951333213017,0.0316621285089973,0.15454435369453,0.270778999886608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29613696953189,277.451905842057
"2012-06-28",6.50285,2022.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5957,546.499,NA,NA,1803.96,2348,0.8038,0.6444,1.0334,79.313004,0.99664,6.3574,33.1259,NA,NA,NA,16.012308,34.154415,42.353901,1060.01001,169,0.0228473733291887,0.0296808322504748,0.0179806167511219,0.0348578330662448,0.0584255251965774,0.0431498301213052,0.0206328603334594,0.0530061484800445,0.131615308047305,0.29579886856594,231983,3218.32080891189,14.1666666666667,-34673.2438297475,NA,NA,NA,NA,NA,NA,NA,2.39828690497244,277.410673781496
"2012-06-29",6.50427,4256.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.871,10,NA,NA,1851.37,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.51993,35.667522,43.882225,1096.219971,241,0.0310888923605686,0.0149363418185285,0.000218365793459855,0.0182029088962255,0.0350838106180804,0.0586566491262051,0.0433776183616571,0.0271786765042632,0.127133432571487,0.291860070191328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.28634420157835,284.639167808224
"2012-06-30",6.61077,6141.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9832,78.1063,NA,NA,1916.85,2234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205,0.00787878787878795,0.0223468673089519,0.0163738590187676,0.0165958003029441,0.0348748197789914,0.0520321270057496,0.0759909438482785,0.0143573927453507,0.0995445987212838,0.305676364282752,143265,-1106.92197223536,14.0833333333333,-158101.922862075,NA,NA,NA,NA,NA,NA,NA,2.26648332947599,289.958658371113
"2012-07-01",6.60862,4420.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.0891,74.1523,NA,NA,1847.07,2540,0.79019,0.63767,1.0179,79.838997,0.97664,6.3541,32.279202,NA,NA,NA,NA,NA,NA,NA,183,0.00666666666666674,0.00502828124479854,-0.000325226864646544,0.0160433069352902,0.0162651760381987,0.034538250686053,0.0516899778955761,0.00934719324558381,0.028971358728231,0.284681493807553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.28324521609655,279.494054734574
"2012-07-02",6.59162,9777.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3565,244.811,NA,NA,1794.45,4271,0.7948,0.6373,1.0169,79.440002,0.97675,6.3487,32.580002,NA,NA,NA,16.591177,35.667522,44.172081,1099.130005,261,0.0296923076923076,0.0128011020052733,-0.00257239786823881,-0.00289678811999204,0.0134296392984916,0.0136509376657927,0.0318770066953767,0.00814885735523084,0.0645484290868452,0.286882877536039,144843,-4742.80037528848,10.5166666666667,13293.8070479511,NA,NA,NA,NA,NA,NA,NA,2.32970043782864,272.232015801882
"2012-07-03",6.49641,3595.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2713,80.7601,NA,NA,1715.9,4267,0.7933,0.6373,1.012,79.839996,0.97182,6.3527,32.2029,NA,NA,NA,16.75148,36.378494,44.576118,1109.310059,265,0.05229793977813,0.00744719006343502,-0.0144440972022052,-0.0169793391055924,-0.0172990438330179,-0.00120843691913158,-0.000990335006958419,0.019622091882619,0.0519633196286622,0.273501240879633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35072909499247,264.13049668971
"2012-07-04",6.39877,3477.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1472,148.245,NA,NA,1710.65,4418,0.79896,0.64168,1.0133,79.940002,0.97384,6.3476,32.308201,NA,NA,NA,NA,NA,NA,NA,230,0.0278304870335231,0.000561045325898568,-0.0150298395575403,-0.0292568442962428,-0.0317539819205826,-0.032068881537249,-0.0162201138636619,0.0264539145890347,0.0105177214130385,0.247540021563195,229940,-6113.29961394119,13.3333333333333,-51708.7015175892,NA,NA,NA,NA,NA,NA,NA,2.36720494720079,267.340441991195
"2012-07-05",6.51907,3581.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1803,224.685,NA,NA,1840.76,3503,0.807,0.6439,1.0142,79.860001,0.97269,6.356,32.579201,NA,NA,NA,16.617897,35.995667,43.838306,1111.660034,349,0.0392125984251969,0.0307145037559039,0.0188004882188296,0.0034880803397569,-0.0110063990339248,-0.0135504840647518,-0.0138713039479515,0.0610655464209158,0.000286933038728328,0.235236158928602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32859901795808,282.365429424749
"2012-07-06",6.50714,2813.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8721,4.09007,NA,NA,1873.44,2894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.430874,35.339378,43.42548,1092.930054,243,0.0211409917612312,0.00767310984549277,-0.00183001563106401,0.0169360674004535,0.00165168146714873,-0.012816272782715,-0.0153557020981688,0.0355405398953819,-0.00615204156751821,0.220512878225183,196760,-282.763258223873,11.65,29877.9824668225,NA,NA,NA,NA,NA,NA,NA,2.28550484544669,287.905285578611
"2012-07-07",6.60174,2854.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.259,29.279,NA,NA,1871.38,3339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298,0.0364447178225435,0.0352725190631561,0.0145378768552699,0.0126812566823182,0.0317201587180037,0.0162135702641921,0.00153528267709616,0.03346122958865,0.00969665083186261,0.224901245173584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31136033833504,283.467691850936
"2012-07-08",6.64345,2066.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.53,34.6069,NA,NA,1876.75,2760,0.8149,0.646,1.0196,79.477997,0.98078,6.3648,32.950199,NA,NA,NA,NA,NA,NA,NA,290,0.0280873149137537,0.0200588549624066,0.00631803130689776,0.020947758923275,0.0190794085659457,0.0382385989807416,0.0226340394156156,0.0216212891270751,0.0427002584993227,0.195370345379792,128522,-237.909148721308,11.15,-161979.236625458,NA,NA,NA,NA,NA,NA,NA,2.33764083420512,282.496293341562
"2012-07-09",6.65512,10301.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4483,86.1502,NA,NA,1907.03,3921,0.8118,0.6439,1.01916,79.557999,0.97973,6.3713,32.7868,NA,NA,NA,16.377443,35.211765,43.328869,1091.930054,397,0.031636863823934,0.0160102297178714,0.0017566174201658,0.00808574709091842,0.0227411735416789,0.0208695412075649,0.0400623869899997,0.0231924566477099,0.0675761085427007,0.204202237188279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32126543172775,286.550805995985
"2012-07-10",6.93615,6209.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.0614,140.426,NA,NA,1905.05,5128,0.8159,0.6444,1.0223,79.349998,0.98152,6.3657,32.870701,NA,NA,NA,16.270571,34.81982,43.039009,1080.060059,474,0.091520244461421,0.070482904781471,0.0422276382694827,0.0440584334946451,0.0506548273636949,0.0659291178613031,0.0639784509140107,0.0492196824273118,0.128950876399154,0.296862058069594,242268,11656.7646376667,18.1666666666667,314961.421806984,NA,NA,NA,NA,NA,NA,NA,2.3156073614325,274.655248228484
"2012-07-11",6.9716,2044.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.31,0.502552,NA,NA,1921.58,3190,0.81651,0.6447,1.0191,79.610001,0.97564,6.3716,32.6632,NA,NA,NA,16.288387,35.002117,43.170765,1073.150024,194,0.0302023121387283,0.0276622296173045,0.00511090446429215,0.0475543641587228,0.0493945164033747,0.0560246238112981,0.0713769797483994,0.0549252340125472,0.109454296040141,0.285028339707847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19605255608469,275.629697630386
"2012-07-12",7.07266,3300.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1278,81.1342,NA,NA,1954.16,1351,0.82016,0.6482,1.0198,79.309998,0.98649,6.3763,32.737999,NA,NA,NA,16.136992,34.418747,42.740372,1059.869995,304,0.0805475504322765,0.0745688326598479,0.0144959550174996,0.0196809469230049,0.0627396650999531,0.0646064921087688,0.0713327092554387,0.072977507805365,0.107180819005665,0.278289363101876,241800,1022.32120234731,15.7,127372.826999777,NA,NA,NA,NA,NA,NA,NA,2.28030189490234,276.297743706046
"2012-07-13",7.51809,2647.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5628,298.247,NA,NA,2047.68,2318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.395254,35.084152,43.346432,1075.900024,316,0.0547945205479453,0.0834440662455491,0.0629791337346911,0.0783880314418498,0.0838995696459852,0.129670088593444,0.131654486750107,0.157268399008068,0.156122315600083,0.308285710308152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.20305955368983,272.367050673775
"2012-07-14",7.45736,858.855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.684,37.9687,NA,NA,2058.45,1254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,0.0183783783783783,0.0024016542047051,-0.00807784956019408,0.0543925482067568,0.0696769751563487,0.0751439919840258,0.120544783565135,0.165436482323947,0.146532969879787,0.292295641896985,303924,-53.4770672442028,17.2666666666667,-269266.090661787,NA,NA,NA,NA,NA,NA,NA,2.2372528616025,276.029318686506
"2012-07-15",7.41486,1742.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1614,23.1819,NA,NA,2038.2,4910,0.8164,0.6417,1.0139,79.169998,0.97704,6.3927,32.523201,NA,NA,NA,NA,NA,NA,NA,168,0.0169721656483367,0.00440197117679899,-0.00569906776660915,-0.0137308811147512,0.0483834936219188,0.0635808135865512,0.0690166735148462,0.137410704287575,0.121633334694748,0.233285874909352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.17959610835538,274.880442786513
"2012-07-16",7.75294,4251.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1587,270.594,NA,NA,2086.4,2150,0.8151,0.64,1.0149,78.82,0.97649,6.3788,32.492298,NA,NA,NA,16.368536,35.002117,43.337643,1073.369995,431,0.0902712184590474,0.0857919705298893,0.0455949269440016,0.039636010598925,0.0312379873079465,0.0961844624229073,0.112074703081072,0.191451236641597,0.173155666387234,0.207143580042195,200425,-242.393250500307,12.8833333333333,625389.013628927,NA,NA,NA,NA,NA,NA,NA,2.21318622354874,269.110814736087
"2012-07-17",8.24543,5450.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3577,552.712,NA,NA,2293.19,3290,0.8133,0.6384,1.0118,79.096001,0.96937,6.3733,32.3321,NA,NA,NA,16.475405,35.466984,43.460621,1074.800049,513,0.173096976016684,0.151242567094742,0.0635229990171472,0.112014252460599,0.105676807878391,0.096745316962154,0.16581738695201,0.248978299660393,0.25089583440793,0.331639195470241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22640905325738,278.116483918971
"2012-07-18",8.81625,7303.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.995,4.692,NA,NA,2404.93,3711,0.8145,0.6391,1.0098,78.799004,0.96516,6.3694,32.209202,NA,NA,NA,16.555553,35.375832,43.803173,1095.949951,550,0.0904540579191992,0.102602580462215,0.0692286515075623,0.137149262086383,0.188997499615637,0.182221322290998,0.172671516302678,0.327058982907977,0.357095688233963,0.427614885248344,293536,1383.34182258085,14.7,488550.393933347,NA,NA,NA,NA,NA,NA,NA,2.26797107613781,272.783779951794
"2012-07-19",8.92092,3162.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1053,128.82,NA,NA,2545.98,2542,0.81454,0.6362,1.0076,78.739998,0.95929,6.3731,31.8202,NA,NA,NA,16.653513,35.703983,44.207214,1110.290039,268,0.0318181818181817,0.0295653363106047,0.0118723947256487,0.0819229561102332,0.150649946987852,0.203113747258883,0.196257120482315,0.340459676159108,0.394161690449883,0.408825094714766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25372495213498,285.394331526345
"2012-07-20",8.22465,3877.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5898,22.4553,NA,NA,2278.96,3055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.413065,35.175304,43.170765,1095.140015,440,0.155242966751918,0.0137489133276188,-0.0780491249781413,-0.0671033602722245,-0.00252018390793449,0.0608427254693059,0.109211772036154,0.185765878765598,0.261629342835711,0.2619913459768,248806,8614.76874060491,16.6833333333333,625395.382394231,NA,NA,NA,NA,NA,NA,NA,2.26025423574255,277.088994668466
"2012-07-21",8.56586,2253.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2302.18,2456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,0.126742712294043,0.0776746292841583,0.0414862638531731,-0.0398008277173206,-0.0284009641287395,0.0388615269306755,0.104853126684845,0.228679212806243,0.316378624095993,0.308280208081962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268.762272556404
"2012-07-22",8.3846,925.743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.4209,79.8537,NA,NA,2300.32,2039,0.8246,0.6407,1.0142,78.449997,0.96713,6.3739,32.034199,NA,NA,NA,NA,NA,NA,NA,127,0.0555555555555557,-0.00189156310378551,-0.0211607474322485,0.01944763606962,-0.0601193598866484,-0.0489607259322274,0.0168784405422155,0.18549456640076,0.270059105629728,0.282374425312847,138685,-1403.52665136223,11.8833333333333,-591037.078929252,NA,NA,NA,NA,NA,NA,NA,2.31625837845574,274.350595138707
"2012-07-23",8.40088,7099.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5439,129.137,NA,NA,2293.81,2389,0.8248,0.6444,1.018,78.310997,0.97343,6.3861,32.6171,NA,NA,NA,16.172615,34.254681,42.28363,1086.119995,422,0.0892078954114329,0.0134985858624333,0.00194165493881641,-0.0192601793631929,0.0214270516070593,-0.0582944359998744,-0.0471141358287253,0.117422111201116,0.264535745734521,0.318531748959019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32641104265267,273.044014436583
"2012-07-24",8.43113,3708.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1059,470.531,NA,NA,2257.45,2746,0.82906,0.6451,1.02243,78.107002,0.97886,6.3876,32.916302,NA,NA,NA,16.021217,34.108833,41.826889,1076.949951,310,0.0363636363636365,0.0176868343863752,0.00360081324813576,0.00554945972377917,-0.0157287184240696,0.0251050196664903,-0.0549035301291796,0.130578381625669,0.266863707942156,0.352473427378863,226600,-2689.85208356887,13.2833333333333,-145168.367840833,NA,NA,NA,NA,NA,NA,NA,2.38472185816136,267.751772300985
"2012-07-25",8.43981,2536.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.0031,46.9964,NA,NA,2230.66,1992,0.8237,0.6457,1.0157,78.102997,0.97044,6.3886,32.651901,NA,NA,NA,16.065744,34.272907,42.046474,1064.619995,338,0.0373493975903613,0.0211936050693084,0.00102951798869191,0.00463403833884055,0.00658469098108423,-0.0147153934339344,0.0261603837245353,0.138229177624392,0.216785969161567,0.373691586275145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.37008890010557,264.302158460913
"2012-07-26",8.57821,2675.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.661,153.441,NA,NA,2259.99,2872,0.8143,0.6375,1.0097,78.323997,0.962,6.3841,32.280102,NA,NA,NA,16.395254,35.047695,43.328869,1077.209961,338,0.0344418052256533,0.0314972470946737,0.0163984734253497,0.0174448739374201,0.0211085029187418,0.0230911432865014,0.0014417700032454,0.106446070780891,0.230450685638878,0.36512879924759,240325,-3160.04791187928,13.0666666666667,-219484.537893457,NA,NA,NA,NA,NA,NA,NA,2.29197000306591,263.4570615548
"2012-07-27",8.67053,1617.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5426,93.1261,NA,NA,2322.5,1410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.715858,36.032124,44.242344,1100.52002,274,0.0297612045641689,0.0202744238241491,0.0107621520107341,0.0273371082998314,0.0283947703332768,0.0320978278466064,0.0341018056913864,0.0515558315333462,0.225922071752353,0.357317403439893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36924386398525,267.861364876196
"2012-07-28",8.67941,1121.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6005,286.841,NA,NA,2299.93,2740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,0.0132388805016838,0.00627577220110586,0.00102415884611452,0.0117973330100336,0.0283892646872384,0.0294480099346115,0.0331548599670511,-0.0155213384375442,0.154470084822076,0.334708627755523,137658,2829.06152140054,11.6,-304977.756832691,NA,NA,NA,NA,NA,NA,NA,2.37349082483717,264.986905791984
"2012-07-29",8.60213,994.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2034,39.191,NA,NA,2297.72,1349,0.8127,0.6358,1.0042,78.5,0.95565,6.3808,32.026901,NA,NA,NA,NA,NA,NA,NA,189,0.0164508225411271,0.00378859654527414,-0.00890383102077215,-0.00788879111196186,0.00278846052964434,0.0192326604508871,0.0202819788094836,-0.0357351035543419,0.153508748404261,0.322535811090253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34865085740392,267.110587726528
"2012-07-30",8.70943,4347.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.225,4.25184,NA,NA,2296.18,2260,0.8157,0.6364,1.00135,78.100998,0.9525,6.3796,32.158199,NA,NA,NA,16.733665,35.822475,44.189648,1100.300049,456,0.0722733245729304,0.0429270342605659,0.0124736547808506,0.00345876044569834,0.00448646161191991,0.0152968976045118,0.0319462167987194,0.0589423258132564,0.174591293699409,0.317460749655486,155641,8497.62506343367,12.4666666666667,139824.775767654,NA,NA,NA,NA,NA,NA,NA,1.74810521469258,263.642970894766
"2012-07-31",9.14855,874.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6,2.4,NA,NA,2303.8,2274,0.8134,0.63825,1.0032,78.120003,0.95374,6.3618,32.1992,NA,NA,NA,16.644611,35.658409,43.917355,1105.670044,194,0.118138694375424,0.130137562783173,0.0504189137521056,0.0635214766575255,0.0540520611424048,0.055131577885089,0.066487064317614,0.0680246933757964,0.180010421852871,0.384335912792686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25172295063152,251.821326876937
"2012-08-01",9.20503,6675.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8512,30.8701,NA,NA,2428.96,2261,0.8169,0.6433,1.00472,78.379997,0.95511,6.3688,32.4002,NA,NA,NA,16.600086,35.72221,43.926136,1102.329956,435,0.0425036067029188,0.0266647691533868,0.00617365593454706,0.0569038387127517,0.0700872923334104,0.0605594159049981,0.0616455972126273,0.0978496290818882,0.11637961877064,0.396474614738107,272383,1084.20629205486,16.2833333333333,254025.419135584,NA,NA,NA,NA,NA,NA,NA,2.15656005466576,263.87312154333
"2012-08-02",9.53239,4605.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7761,49.2357,NA,NA,2511.43,2496,0.821,0.6445,1.00705,78.220001,0.95613,6.3676,32.628101,NA,NA,NA,16.466499,35.302917,43.311295,1097.26001,547,0.142731567959565,0.125358907891935,0.0355631649217872,0.0419563756005049,0.0944906842353633,0.108142983191372,0.0982762653221819,0.134689461104075,0.0812295477101942,0.467331957188663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.17952685527974,263.462783205471
"2012-08-03",10.5107,4430.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.0275,195.393,NA,NA,2763.66,2256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.840534,36.396736,44.786926,1120.109985,550,0.104581673306773,0.148192794009914,0.102630085424537,0.141843101000214,0.148892447437026,0.206818356654798,0.221871792218904,0.246653770016593,0.178208077193832,0.64261256460226,266317,-5899.20308480711,10.2166666666667,160436.477787413,NA,NA,NA,NA,NA,NA,NA,2.09572150284948,262.937768179094
"2012-08-04",10.8003,3399.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2015,115.211,NA,NA,2832.19,1379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,0.0575906162868955,0.0453042971028583,0.027552874689602,0.133010713997224,0.173304160877259,0.180547737073088,0.24006967160882,0.279685206183552,0.313162262223924,0.656724041926226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.05563734340713,262.232530577854
"2012-08-05",10.2658,5706.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.9445,3.90663,NA,NA,2648.25,3046,0.8046,0.63881,1.00057,78.610001,0.94706,6.3715,32.019798,NA,NA,NA,NA,NA,NA,NA,316,0.0574701195219125,-0.0178554033782072,-0.0494893660361286,-0.0233000656473878,0.0769387320493602,0.115238081787892,0.122123177989955,0.196729853897258,0.198455263102596,0.577620890283596,142755,-4059.95995281568,13.1166666666667,186634.677699695,NA,NA,NA,NA,NA,NA,NA,2.13763174813458,257.968205108223
