temperature,dewPoint,precipitation,windChill,visibility,humidity,windDir,pressure,windSpeed,time,Date,conditions,events,gustSpeed
60.1,72%,Clear,51.1,West,29.43,12.7,in,"
  -
",3:54 AM,"Wednesday, June 8, 2016",,,N/A
60.1,69%,Clear,50.0,West,29.45,16.1,in,"
  -
",4:54 AM,"Wednesday, June 8, 2016",,,N/A
60.1,69%,Clear,50.0,WNW,29.48,11.5,in,21.9,5:54 AM,"Wednesday, June 8, 2016",,,N/A
62.1,65%,Scattered Clouds,50.0,WNW,29.49,15.0,in,"
  -
",6:54 AM,"Wednesday, June 8, 2016",,,N/A
64.0,58%,Scattered Clouds,48.9,WNW,29.50,17.3,in,24.2,7:54 AM,"Wednesday, June 8, 2016",,,N/A
66.9,51%,Scattered Clouds,48.0,West,29.50,13.8,in,23.0,8:54 AM,"Wednesday, June 8, 2016",,,N/A
69.1,44%,Scattered Clouds,46.0,NW,29.49,15.0,in,27.6,9:54 AM,"Wednesday, June 8, 2016",,,N/A
70.0,46%,Scattered Clouds,48.0,West,29.49,12.7,in,"
  -
",10:54 AM,"Wednesday, June 8, 2016",,,N/A
71.1,42%,Mostly Cloudy,46.9,West,29.49,18.4,in,25.3,11:54 AM,"Wednesday, June 8, 2016",,,N/A
71.1,41%,Mostly Cloudy,46.0,WNW,29.49,15.0,in,21.9,12:54 PM,"Wednesday, June 8, 2016",,,N/A
72.0,43%,Mostly Cloudy,48.0,West,29.47,16.1,in,"
  -
",1:54 PM,"Wednesday, June 8, 2016",,,N/A
72.0,40%,Mostly Cloudy,46.0,WNW,29.47,10.4,in,"
  -
",2:54 PM,"Wednesday, June 8, 2016",,,N/A
72.0,41%,Mostly Cloudy,46.9,WNW,29.46,15.0,in,18.4,3:54 PM,"Wednesday, June 8, 2016",,,N/A
68.0,45%,Mostly Cloudy,46.0,WNW,29.48,20.7,in,29.9,4:54 PM,"Wednesday, June 8, 2016",,,N/A
66.0,47%,in,45.0,WNW,29.48,21.9,in,27.6,5:54 PM,"Wednesday, June 8, 2016",,,0.00
66.0,52%,Mostly Cloudy,48.0,WNW,29.50,17.3,in,24.2,6:54 PM,"Wednesday, June 8, 2016",,,N/A
64.9,52%,Scattered Clouds,46.9,WNW,29.52,18.4,in,31.1,7:54 PM,"Wednesday, June 8, 2016",,,N/A
63.0,52%,Scattered Clouds,45.0,WNW,29.55,17.3,in,25.3,8:54 PM,"Wednesday, June 8, 2016",,,N/A
61.0,56%,Partly Cloudy,45.0,WNW,29.58,16.1,in,24.2,9:54 PM,"Wednesday, June 8, 2016",,,N/A
59.0,60%,Partly Cloudy,45.0,West,29.60,15.0,in,25.3,10:54 PM,"Wednesday, June 8, 2016",,,N/A
57.9,60%,Clear,44.1,West,29.61,19.6,in,24.2,11:54 PM,"Wednesday, June 8, 2016",,,N/A
57.0,59%,Mostly Cloudy,43.0,West,29.61,17.3,in,"
  -
",12:54 AM,"Thursday, June 9, 2016",,,N/A
55.9,62%,Mostly Cloudy,43.0,West,29.62,11.5,in,21.9,1:54 AM,"Thursday, June 9, 2016",,,N/A
55.0,64%,Scattered Clouds,43.0,West,29.62,15.0,in,21.9,2:54 AM,"Thursday, June 9, 2016",,,N/A
54.0,66%,Scattered Clouds,43.0,West,29.63,15.0,in,24.2,3:54 AM,"Thursday, June 9, 2016",,,N/A
54.0,66%,Partly Cloudy,43.0,West,29.63,17.3,in,21.9,4:54 AM,"Thursday, June 9, 2016",,,N/A
55.0,62%,Scattered Clouds,42.1,West,29.65,13.8,in,26.5,5:54 AM,"Thursday, June 9, 2016",,,N/A
55.9,64%,Scattered Clouds,44.1,West,29.65,12.7,in,21.9,6:54 AM,"Thursday, June 9, 2016",,,N/A
57.9,60%,Scattered Clouds,44.1,WNW,29.65,12.7,in,20.7,7:54 AM,"Thursday, June 9, 2016",,,N/A
60.1,53%,Mostly Cloudy,43.0,West,29.65,23.0,in,28.8,8:54 AM,"Thursday, June 9, 2016",,,N/A
62.1,44%,Mostly Cloudy,39.9,WNW,29.64,25.3,in,32.2,9:54 AM,"Thursday, June 9, 2016",,,N/A
64.0,41%,Scattered Clouds,39.9,WNW,29.64,21.9,in,34.5,10:54 AM,"Thursday, June 9, 2016",,,N/A
64.9,39%,Mostly Cloudy,39.0,West,29.63,21.9,in,29.9,11:54 AM,"Thursday, June 9, 2016",,,N/A
66.9,36%,Scattered Clouds,39.0,WNW,29.62,20.7,in,36.8,12:54 PM,"Thursday, June 9, 2016",,,N/A
66.9,37%,Mostly Cloudy,39.9,WNW,29.62,21.9,in,34.5,1:54 PM,"Thursday, June 9, 2016",,,N/A
66.9,39%,Mostly Cloudy,41.0,WNW,29.62,21.9,in,32.2,2:54 PM,"Thursday, June 9, 2016",,,N/A
66.9,37%,Mostly Cloudy,39.9,WNW,29.63,19.6,in,27.6,3:54 PM,"Thursday, June 9, 2016",,,N/A
66.9,37%,Mostly Cloudy,39.9,NW,29.65,21.9,in,31.1,4:54 PM,"Thursday, June 9, 2016",,,N/A
66.0,38%,Mostly Cloudy,39.9,WNW,29.66,16.1,in,28.8,5:54 PM,"Thursday, June 9, 2016",,,N/A
64.9,39%,Mostly Cloudy,39.0,NW,29.70,20.7,in,31.1,6:54 PM,"Thursday, June 9, 2016",,,N/A
63.0,41%,Mostly Cloudy,39.0,NW,29.72,20.7,in,32.2,7:54 PM,"Thursday, June 9, 2016",,,N/A
62.1,44%,Mostly Cloudy,39.9,NW,29.75,13.8,in,19.6,8:54 PM,"Thursday, June 9, 2016",,,N/A
61.0,46%,Mostly Cloudy,39.9,NW,29.77,11.5,in,19.6,9:54 PM,"Thursday, June 9, 2016",,,N/A
60.1,44%,Overcast,37.9,WNW,29.77,11.5,in,"
  -
",10:54 PM,"Thursday, June 9, 2016",,,N/A
59.0,46%,Mostly Cloudy,37.9,WNW,29.78,17.3,in,23.0,11:54 PM,"Thursday, June 9, 2016",,,N/A
57.0,47%,Mostly Cloudy,37.0,NW,29.80,10.4,in,"
  -
",1:54 AM,"Friday, June 10, 2016",,,N/A
55.9,51%,Mostly Cloudy,37.9,West,29.80,11.5,in,"
  -
",2:54 AM,"Friday, June 10, 2016",,,N/A
55.9,53%,Mostly Cloudy,39.0,WNW,29.81,10.4,in,"
  -
",3:54 AM,"Friday, June 10, 2016",,,N/A
55.9,51%,Overcast,37.9,WNW,29.82,11.5,in,"
  -
",4:54 AM,"Friday, June 10, 2016",,,N/A
55.9,53%,Mostly Cloudy,39.0,NW,29.84,13.8,in,28.8,5:54 AM,"Friday, June 10, 2016",,,N/A
55.9,55%,Mostly Cloudy,39.9,NNW,29.86,12.7,in,18.4,6:54 AM,"Friday, June 10, 2016",,,N/A
57.9,56%,Mostly Cloudy,42.1,NW,29.88,18.4,in,25.3,7:54 AM,"Friday, June 10, 2016",,,N/A
60.1,51%,Mostly Cloudy,42.1,NNW,29.89,17.3,in,23.0,8:54 AM,"Friday, June 10, 2016",,,N/A
61.0,50%,Mostly Cloudy,42.1,NW,29.89,13.8,in,"
  -
",9:54 AM,"Friday, June 10, 2016",,,N/A
63.0,46%,Scattered Clouds,42.1,NNW,29.91,13.8,in,18.4,10:54 AM,"Friday, June 10, 2016",,,N/A
64.9,45%,Scattered Clouds,43.0,NNE,29.92,8.1,in,17.3,11:54 AM,"Friday, June 10, 2016",,,N/A
66.9,44%,Mostly Cloudy,44.1,NW,29.94,12.7,in,18.4,12:54 PM,"Friday, June 10, 2016",,,N/A
66.9,42%,Mostly Cloudy,43.0,NNW,29.93,8.1,in,19.6,1:54 PM,"Friday, June 10, 2016",,,N/A
68.0,42%,Mostly Cloudy,44.1,NNW,29.93,11.5,in,18.4,2:54 PM,"Friday, June 10, 2016",,,N/A
70.0,41%,Mostly Cloudy,45.0,North,29.92,12.7,in,21.9,3:54 PM,"Friday, June 10, 2016",,,N/A
72.0,40%,Scattered Clouds,46.0,NW,29.93,17.3,in,21.9,4:54 PM,"Friday, June 10, 2016",,,N/A
70.0,41%,Mostly Cloudy,45.0,North,29.94,15.0,in,21.9,5:54 PM,"Friday, June 10, 2016",,,N/A
71.1,39%,Scattered Clouds,45.0,North,29.96,10.4,in,19.6,6:54 PM,"Friday, June 10, 2016",,,N/A
63.0,58%,Scattered Clouds,48.0,East,29.98,6.9,in,"
  -
",7:54 PM,"Friday, June 10, 2016",,,N/A
64.0,54%,Scattered Clouds,46.9,Calm,29.99,Calm,in,"
  -
",8:54 PM,"Friday, June 10, 2016",,,N/A
60.1,72%,Clear,51.1,SE,30.00,6.9,in,"
  -
",9:54 PM,"Friday, June 10, 2016",,,N/A
59.0,75%,Clear,51.1,South,30.00,8.1,in,"
  -
",10:54 PM,"Friday, June 10, 2016",,,N/A
57.9,78%,Clear,51.1,South,30.01,8.1,in,"
  -
",11:54 PM,"Friday, June 10, 2016",,,N/A
57.0,81%,Clear,51.1,SSW,30.02,6.9,in,"
  -
",12:54 AM,"Saturday, June 11, 2016",,,N/A
57.0,81%,Mostly Cloudy,51.1,SSW,30.03,6.9,in,"
  -
",1:54 AM,"Saturday, June 11, 2016",,,N/A
59.0,78%,Overcast,52.0,Calm,30.02,Calm,in,"
  -
",2:54 AM,"Saturday, June 11, 2016",,,N/A
55.9,80%,Partly Cloudy,50.0,Calm,30.02,Calm,in,"
  -
",3:54 AM,"Saturday, June 11, 2016",,,N/A
55.9,87%,Scattered Clouds,52.0,Calm,30.01,Calm,in,"
  -
",4:54 AM,"Saturday, June 11, 2016",,,N/A
55.0,96%,Scattered Clouds,54.0,SSE,30.01,3.5,in,"
  -
",5:54 AM,"Saturday, June 11, 2016",,,N/A
57.0,87%,Scattered Clouds,53.1,SE,30.01,3.5,in,"
  -
",6:54 AM,"Saturday, June 11, 2016",,,N/A
59.0,87%,Mostly Cloudy,55.0,South,30.00,3.5,in,"
  -
",7:54 AM,"Saturday, June 11, 2016",,,N/A
62.1,78%,Mostly Cloudy,55.0,SSE,29.98,5.8,in,"
  -
",8:54 AM,"Saturday, June 11, 2016",,,N/A
62.1,75%,Mostly Cloudy,54.0,ESE,29.96,4.6,in,"
  -
",9:54 AM,"Saturday, June 11, 2016",,,N/A
63.0,75%,Mostly Cloudy,55.0,SSE,29.94,5.8,in,"
  -
",10:54 AM,"Saturday, June 11, 2016",,,N/A
66.9,54%,Overcast,50.0,South,29.92,8.1,in,"
  -
",11:54 AM,"Saturday, June 11, 2016",,,N/A
68.0,45%,Overcast,46.0,SSW,29.90,5.8,in,"
  -
",12:54 PM,"Saturday, June 11, 2016",,,N/A
64.0,63%,in,51.1,SSW,29.87,15.0,in,"
  -
",1:54 PM,"Saturday, June 11, 2016",,,0.00
63.0,70%,in,53.1,SSW,29.84,12.7,in,"
  -
",2:54 PM,"Saturday, June 11, 2016",,,0.02
61.0,72%,Overcast,52.0,SSW,29.81,16.1,in,26.5,3:54 PM,"Saturday, June 11, 2016",,,N/A
61.0,81%,Overcast,55.0,SSW,29.78,12.7,in,"
  -
",4:54 PM,"Saturday, June 11, 2016",,,N/A
62.6,77%,Overcast,55.4,SW,29.75,12.7,in,"
  -
",5:35 PM,"Saturday, June 11, 2016",,,N/A
62.1,84%,Overcast,57.0,SSW,29.75,12.7,in,"
  -
",5:54 PM,"Saturday, June 11, 2016",,,N/A
63.0,84%,Overcast,57.9,SW,29.74,9.2,in,"
  -
",6:54 PM,"Saturday, June 11, 2016",,,N/A
63.0,87%,Overcast,59.0,SW,29.72,13.8,in,"
  -
",7:54 PM,"Saturday, June 11, 2016",,,N/A
63.0,87%,Mostly Cloudy,59.0,SW,29.72,10.4,in,"
  -
",8:54 PM,"Saturday, June 11, 2016",,,N/A
63.0,87%,Mostly Cloudy,59.0,SW,29.72,6.9,in,"
  -
",9:54 PM,"Saturday, June 11, 2016",,,N/A
62.1,90%,Partly Cloudy,59.0,SW,29.70,4.6,in,"
  -
",10:54 PM,"Saturday, June 11, 2016",,,N/A
64.9,87%,Partly Cloudy,61.0,Calm,29.68,Calm,in,"
  -
",11:54 PM,"Saturday, June 11, 2016",,,N/A
64.0,87%,Partly Cloudy,60.1,SW,29.65,5.8,in,"
  -
",12:54 AM,"Sunday, June 12, 2016",,,N/A
66.0,84%,Partly Cloudy,61.0,WNW,29.63,5.8,in,"
  -
",1:54 AM,"Sunday, June 12, 2016",,,N/A
64.0,87%,Scattered Clouds,60.1,WSW,29.60,4.6,in,"
  -
",2:54 AM,"Sunday, June 12, 2016",,,N/A
64.0,90%,Mostly Cloudy,61.0,SSW,29.57,8.1,in,"
  -
",3:54 AM,"Sunday, June 12, 2016",,,N/A
64.9,87%,Overcast,61.0,SW,29.55,9.2,in,"
  -
",4:54 AM,"Sunday, June 12, 2016",,,N/A
66.0,87%,Mostly Cloudy,62.1,SW,29.52,12.7,in,"
  -
",5:54 AM,"Sunday, June 12, 2016",,,N/A
71.1,70%,Mostly Cloudy,61.0,SW,29.51,16.1,in,25.3,6:54 AM,"Sunday, June 12, 2016",,,N/A
73.0,68%,Mostly Cloudy,62.1,SW,29.49,18.4,in,"
  -
",7:54 AM,"Sunday, June 12, 2016",,,N/A
77.0,50%,Mostly Cloudy,57.0,West,29.50,19.6,in,33.4,8:54 AM,"Sunday, June 12, 2016",,,N/A
79.0,40%,Mostly Cloudy,53.1,West,29.49,19.6,in,26.5,9:54 AM,"Sunday, June 12, 2016",,,N/A
78.1,42%,Scattered Clouds,53.1,West,29.49,19.6,in,27.6,10:54 AM,"Sunday, June 12, 2016",,,N/A
77.0,40%,Mostly Cloudy,51.1,West,29.48,20.7,in,29.9,11:54 AM,"Sunday, June 12, 2016",,,N/A
75.0,41%,Mostly Cloudy,50.0,WNW,29.48,21.9,in,29.9,12:54 PM,"Sunday, June 12, 2016",,,N/A
75.9,38%,Mostly Cloudy,48.9,West,29.50,19.6,in,34.5,1:54 PM,"Sunday, June 12, 2016",,,N/A
71.1,39%,Mostly Cloudy,45.0,WNW,29.53,21.9,in,32.2,2:54 PM,"Sunday, June 12, 2016",,,N/A
68.0,39%,Mostly Cloudy,42.1,WNW,29.57,31.1,in,41.4,3:54 PM,"Sunday, June 12, 2016",,,N/A
64.9,43%,Overcast,42.1,WNW,29.59,20.7,in,28.8,4:54 PM,"Sunday, June 12, 2016",,,N/A
64.0,45%,Mostly Cloudy,42.1,WNW,29.62,18.4,in,32.2,5:54 PM,"Sunday, June 12, 2016",,,N/A
61.0,48%,Mostly Cloudy,41.0,NW,29.65,23.0,in,29.9,6:54 PM,"Sunday, June 12, 2016",,,N/A
57.9,51%,Mostly Cloudy,39.9,NW,29.67,19.6,in,27.6,7:54 PM,"Sunday, June 12, 2016",,,N/A
57.9,53%,Overcast,41.0,NW,29.68,17.3,in,20.7,8:54 PM,"Sunday, June 12, 2016",,,N/A
57.0,53%,Overcast,39.9,WNW,29.68,13.8,in,20.7,9:54 PM,"Sunday, June 12, 2016",,,N/A
55.9,53%,Overcast,39.0,NW,29.68,19.6,in,29.9,10:54 PM,"Sunday, June 12, 2016",,,N/A
55.0,55%,Scattered Clouds,39.0,WNW,29.67,17.3,in,25.3,11:54 PM,"Sunday, June 12, 2016",,,N/A
55.0,55%,Mostly Cloudy,39.0,WNW,29.66,18.4,in,25.3,12:54 AM,"Monday, June 13, 2016",,,N/A
54.0,62%,Scattered Clouds,41.0,West,29.65,16.1,in,21.9,1:54 AM,"Monday, June 13, 2016",,,N/A
54.0,64%,Partly Cloudy,42.1,WNW,29.64,16.1,in,23.0,2:54 AM,"Monday, June 13, 2016",,,N/A
54.0,66%,Scattered Clouds,43.0,WNW,29.62,12.7,in,24.2,3:54 AM,"Monday, June 13, 2016",,,N/A
54.0,69%,Partly Cloudy,44.1,WNW,29.64,17.3,in,24.2,4:54 AM,"Monday, June 13, 2016",,,N/A
55.9,67%,Partly Cloudy,45.0,WNW,29.66,16.1,in,26.5,5:54 AM,"Monday, June 13, 2016",,,N/A
62.1,58%,Partly Cloudy,46.9,NW,29.69,12.7,in,24.2,7:54 AM,"Monday, June 13, 2016",,,N/A
64.9,52%,Scattered Clouds,46.9,NW,29.69,20.7,in,29.9,8:54 AM,"Monday, June 13, 2016",,,N/A
66.0,50%,Scattered Clouds,46.9,WNW,29.69,17.3,in,33.4,9:54 AM,"Monday, June 13, 2016",,,N/A
66.9,47%,Scattered Clouds,46.0,NW,29.70,20.7,in,36.8,10:54 AM,"Monday, June 13, 2016",,,N/A
69.1,44%,Mostly Cloudy,46.0,NW,29.69,18.4,in,33.4,11:54 AM,"Monday, June 13, 2016",,,N/A
71.1,42%,Mostly Cloudy,46.9,WNW,29.69,26.5,in,34.5,12:54 PM,"Monday, June 13, 2016",,,N/A
69.1,44%,Mostly Cloudy,46.0,NNW,29.67,16.1,in,32.2,1:54 PM,"Monday, June 13, 2016",,,N/A
71.1,44%,Mostly Cloudy,48.0,NW,29.66,20.7,in,27.6,2:54 PM,"Monday, June 13, 2016",,,N/A
71.1,42%,Mostly Cloudy,46.9,NW,29.67,21.9,in,27.6,3:54 PM,"Monday, June 13, 2016",,,N/A
71.1,44%,Mostly Cloudy,48.0,WNW,29.66,15.0,in,23.0,4:54 PM,"Monday, June 13, 2016",,,N/A
70.0,44%,Mostly Cloudy,46.9,WNW,29.66,18.4,in,25.3,5:54 PM,"Monday, June 13, 2016",,,N/A
69.1,44%,Mostly Cloudy,46.0,West,29.66,13.8,in,27.6,6:54 PM,"Monday, June 13, 2016",,,N/A
69.1,45%,Mostly Cloudy,46.9,West,29.67,12.7,in,"
  -
",7:54 PM,"Monday, June 13, 2016",,,N/A
68.0,49%,Mostly Cloudy,48.0,NW,29.68,16.1,in,23.0,8:54 PM,"Monday, June 13, 2016",,,N/A
66.0,52%,Mostly Cloudy,48.0,NW,29.70,16.1,in,21.9,9:54 PM,"Monday, June 13, 2016",,,N/A
64.0,52%,Scattered Clouds,46.0,NW,29.70,12.7,in,23.0,10:54 PM,"Monday, June 13, 2016",,,N/A
62.1,56%,Scattered Clouds,46.0,WNW,29.70,15.0,in,21.9,11:54 PM,"Monday, June 13, 2016",,,N/A
60.1,60%,Scattered Clouds,46.0,WNW,29.71,13.8,in,"
  -
",12:54 AM,"Tuesday, June 14, 2016",,,N/A
59.0,60%,Scattered Clouds,45.0,NW,29.72,12.7,in,"
  -
",1:54 AM,"Tuesday, June 14, 2016",,,N/A
57.9,62%,Clear,45.0,WNW,29.72,13.8,in,"
  -
",2:54 AM,"Tuesday, June 14, 2016",,,N/A
57.0,62%,Clear,44.1,WNW,29.75,13.8,in,21.9,3:54 AM,"Tuesday, June 14, 2016",,,N/A
55.9,64%,Partly Cloudy,44.1,West,29.78,10.4,in,19.6,5:54 AM,"Tuesday, June 14, 2016",,,N/A
57.9,60%,Partly Cloudy,44.1,NW,29.79,12.7,in,23.0,6:54 AM,"Tuesday, June 14, 2016",,,N/A
61.0,56%,Partly Cloudy,45.0,NW,29.80,15.0,in,"
  -
",7:54 AM,"Tuesday, June 14, 2016",,,N/A
64.0,52%,Scattered Clouds,46.0,NW,29.82,13.8,in,19.6,8:54 AM,"Tuesday, June 14, 2016",,,N/A
66.0,48%,Partly Cloudy,46.0,WNW,29.82,16.1,in,21.9,9:54 AM,"Tuesday, June 14, 2016",,,N/A
69.1,42%,Partly Cloudy,45.0,NW,29.83,20.7,in,27.6,10:54 AM,"Tuesday, June 14, 2016",,,N/A
71.1,36%,Partly Cloudy,43.0,NNW,29.82,18.4,in,25.3,11:54 AM,"Tuesday, June 14, 2016",,,N/A
71.6,35%,Partly Cloudy,42.8,WNW,29.81,16.1,in,25.3,12:07 PM,"Tuesday, June 14, 2016",,,N/A
73.0,34%,Partly Cloudy,43.0,NNW,29.81,15.0,in,28.8,12:54 PM,"Tuesday, June 14, 2016",,,N/A
75.0,33%,Partly Cloudy,44.1,WNW,29.80,16.1,in,21.9,1:54 PM,"Tuesday, June 14, 2016",,,N/A
77.0,30%,Partly Cloudy,43.0,NNW,29.80,15.0,in,24.2,2:54 PM,"Tuesday, June 14, 2016",,,N/A
78.1,29%,Partly Cloudy,43.0,NNW,29.80,18.4,in,24.2,3:54 PM,"Tuesday, June 14, 2016",,,N/A
79.0,28%,Scattered Clouds,43.0,NW,29.81,11.5,in,19.6,4:54 PM,"Tuesday, June 14, 2016",,,N/A
77.0,29%,Scattered Clouds,42.1,NNW,29.81,17.3,in,23.0,5:54 PM,"Tuesday, June 14, 2016",,,N/A
75.9,31%,Mostly Cloudy,43.0,Variable,29.84,5.8,in,"
  -
",6:54 PM,"Tuesday, June 14, 2016",,,N/A
66.0,52%,Scattered Clouds,48.0,SE,29.87,6.9,in,"
  -
",7:54 PM,"Tuesday, June 14, 2016",,,N/A
66.9,47%,Scattered Clouds,46.0,South,29.88,6.9,in,"
  -
",8:54 PM,"Tuesday, June 14, 2016",,,N/A
71.1,39%,Scattered Clouds,45.0,West,29.88,3.5,in,"
  -
",9:54 PM,"Tuesday, June 14, 2016",,,N/A
70.0,39%,Partly Cloudy,44.1,West,29.88,8.1,in,"
  -
",10:54 PM,"Tuesday, June 14, 2016",,,N/A
64.0,54%,Partly Cloudy,46.9,SW,29.88,4.6,in,"
  -
",11:54 PM,"Tuesday, June 14, 2016",,,N/A
66.9,45%,Scattered Clouds,45.0,West,29.88,5.8,in,"
  -
",12:54 AM,"Wednesday, June 15, 2016",,,N/A
66.9,51%,Overcast,48.0,West,29.87,12.7,in,"
  -
",2:54 AM,"Wednesday, June 15, 2016",,,N/A
66.9,51%,Mostly Cloudy,48.0,West,29.87,11.5,in,"
  -
",3:54 AM,"Wednesday, June 15, 2016",,,N/A
66.0,54%,Scattered Clouds,48.9,West,29.87,9.2,in,"
  -
",4:54 AM,"Wednesday, June 15, 2016",,,N/A
66.0,56%,Partly Cloudy,50.0,West,29.88,12.7,in,"
  -
",5:54 AM,"Wednesday, June 15, 2016",,,N/A
68.0,55%,Partly Cloudy,51.1,WNW,29.89,10.4,in,"
  -
",6:54 AM,"Wednesday, June 15, 2016",,,N/A
71.1,49%,Scattered Clouds,51.1,WNW,29.89,10.4,in,20.7,7:54 AM,"Wednesday, June 15, 2016",,,N/A
73.9,45%,Partly Cloudy,51.1,WNW,29.89,11.5,in,"
  -
",8:54 AM,"Wednesday, June 15, 2016",,,N/A
77.0,39%,Partly Cloudy,50.0,WNW,29.88,13.8,in,"
  -
",9:54 AM,"Wednesday, June 15, 2016",,,N/A
80.1,34%,Scattered Clouds,48.9,WNW,29.88,18.4,in,23.0,10:54 AM,"Wednesday, June 15, 2016",,,N/A
80.1,31%,Scattered Clouds,46.9,NW,29.86,13.8,in,18.4,11:54 AM,"Wednesday, June 15, 2016",,,N/A
82.0,28%,Scattered Clouds,46.0,WNW,29.85,9.2,in,18.4,12:54 PM,"Wednesday, June 15, 2016",,,N/A
84.0,27%,Scattered Clouds,46.9,WNW,29.83,11.5,in,19.6,1:54 PM,"Wednesday, June 15, 2016",,,N/A
84.0,25%,Scattered Clouds,45.0,NW,29.82,10.4,in,24.2,2:54 PM,"Wednesday, June 15, 2016",,,N/A
82.9,25%,Scattered Clouds,44.1,NW,29.80,9.2,in,23.0,3:54 PM,"Wednesday, June 15, 2016",,,N/A
84.0,25%,Scattered Clouds,45.0,Variable,29.79,6.9,in,"
  -
",4:54 PM,"Wednesday, June 15, 2016",,,N/A
82.9,25%,Scattered Clouds,44.1,WNW,29.79,13.8,in,23.0,5:54 PM,"Wednesday, June 15, 2016",,,N/A
82.0,26%,Mostly Cloudy,44.1,NNW,29.80,13.8,in,18.4,6:54 PM,"Wednesday, June 15, 2016",,,N/A
80.1,25%,Scattered Clouds,41.0,NW,29.81,13.8,in,18.4,7:54 PM,"Wednesday, June 15, 2016",,,N/A
77.0,32%,Scattered Clouds,45.0,North,29.82,5.8,in,"
  -
",8:54 PM,"Wednesday, June 15, 2016",,,N/A
75.9,33%,Scattered Clouds,45.0,North,29.83,4.6,in,"
  -
",9:54 PM,"Wednesday, June 15, 2016",,,N/A
66.0,59%,Scattered Clouds,51.1,Calm,29.84,Calm,in,"
  -
",11:54 PM,"Wednesday, June 15, 2016",,,N/A
71.1,45%,Mostly Cloudy,48.9,Calm,29.84,Calm,in,"
  -
",12:54 AM,"Thursday, June 16, 2016",,,N/A
69.1,49%,Scattered Clouds,48.9,Calm,29.83,Calm,in,"
  -
",1:54 AM,"Thursday, June 16, 2016",,,N/A
64.9,70%,Mostly Cloudy,55.0,Calm,29.82,Calm,in,"
  -
",2:54 AM,"Thursday, June 16, 2016",,,N/A
66.0,65%,Mostly Cloudy,54.0,Calm,29.82,Calm,in,"
  -
",3:54 AM,"Thursday, June 16, 2016",,,N/A
66.0,60%,Mostly Cloudy,52.0,NE,29.81,3.5,in,"
  -
",4:54 AM,"Thursday, June 16, 2016",,,N/A
66.0,63%,Mostly Cloudy,53.1,Calm,29.81,Calm,in,"
  -
",5:54 AM,"Thursday, June 16, 2016",,,N/A
64.9,68%,Mostly Cloudy,54.0,SE,29.81,3.5,in,"
  -
",6:54 AM,"Thursday, June 16, 2016",,,N/A
72.0,55%,Mostly Cloudy,55.0,SE,29.81,3.5,in,"
  -
",7:54 AM,"Thursday, June 16, 2016",,,N/A
68.0,61%,Mostly Cloudy,54.0,SE,29.81,6.9,in,"
  -
",8:54 AM,"Thursday, June 16, 2016",,,N/A
72.0,53%,Mostly Cloudy,54.0,Variable,29.81,5.8,in,"
  -
",9:54 AM,"Thursday, June 16, 2016",,,N/A
71.1,55%,Mostly Cloudy,54.0,SE,29.80,8.1,in,"
  -
",10:54 AM,"Thursday, June 16, 2016",,,N/A
73.0,49%,Mostly Cloudy,53.1,East,29.80,8.1,in,"
  -
",11:54 AM,"Thursday, June 16, 2016",,,N/A
75.0,48%,Mostly Cloudy,54.0,ESE,29.78,9.2,in,"
  -
",12:54 PM,"Thursday, June 16, 2016",,,N/A
75.0,40%,Scattered Clouds,48.9,East,29.77,11.5,in,"
  -
",1:54 PM,"Thursday, June 16, 2016",,,N/A
77.0,37%,Scattered Clouds,48.9,ENE,29.75,13.8,in,"
  -
",2:54 PM,"Thursday, June 16, 2016",,,N/A
75.0,38%,Scattered Clouds,48.0,East,29.75,13.8,in,"
  -
",3:54 PM,"Thursday, June 16, 2016",,,N/A
72.0,48%,Scattered Clouds,51.1,East,29.74,11.5,in,"
  -
",4:54 PM,"Thursday, June 16, 2016",,,N/A
73.9,46%,Scattered Clouds,52.0,ESE,29.72,10.4,in,"
  -
",5:54 PM,"Thursday, June 16, 2016",,,N/A
71.1,55%,Scattered Clouds,54.0,East,29.72,9.2,in,"
  -
",6:54 PM,"Thursday, June 16, 2016",,,N/A
69.1,58%,Scattered Clouds,54.0,East,29.74,8.1,in,"
  -
",7:54 PM,"Thursday, June 16, 2016",,,N/A
64.0,73%,Mostly Cloudy,55.0,ENE,29.76,4.6,in,"
  -
",8:54 PM,"Thursday, June 16, 2016",,,N/A
63.0,81%,Mostly Cloudy,57.0,ENE,29.78,8.1,in,"
  -
",9:54 PM,"Thursday, June 16, 2016",,,N/A
62.1,84%,Scattered Clouds,57.0,NE,29.80,11.5,in,"
  -
",10:54 PM,"Thursday, June 16, 2016",,,N/A
62.1,75%,Scattered Clouds,54.0,ENE,29.82,10.4,in,"
  -
",11:54 PM,"Thursday, June 16, 2016",,,N/A
63.0,67%,Scattered Clouds,52.0,East,29.82,6.9,in,"
  -
",12:54 AM,"Friday, June 17, 2016",,,N/A
61.0,72%,Scattered Clouds,52.0,ENE,29.84,5.8,in,"
  -
",1:54 AM,"Friday, June 17, 2016",,,N/A
60.1,78%,Clear,53.1,East,29.85,4.6,in,"
  -
",2:54 AM,"Friday, June 17, 2016",,,N/A
59.0,78%,Scattered Clouds,52.0,NNE,29.85,6.9,in,"
  -
",3:54 AM,"Friday, June 17, 2016",,,N/A
